year,station,do,ph,co,bod,na,tc,wqi
2005,1861,6.1,8.33,868.5,1.8965,1.975,468,87.66
2005,1861,8.1,7.86,342.3,2.747,0.24,468,87.66
2005,1861,7.3,7.3,157,2.067,0.55,348,88.2
2005,1861,4.9,7.33,494.7,14.533,2.2,18000,50.2
2005,1861,6.3,7.58,379.8,6.7,1.575,4963,72.68
2005,1861,6.1,7.58,490,14.25,2.425,27500,61.44
2005,1861,6.8,7.43,337.5,4.25,1.225,3043,77.36
2005,1861,6.7,7.38,333.5,3.85,1.575,11050,66.12
2005,1861,5.9,7.48,428,8.35,2.2,22025,55.82
2005,1861,6.5,7.4,361.8,4.3,1.9,15875,66.12
2005,1861,6.9,7.4,322,3.75,0.975,3500,77.36
2005,1861,5.1,7.48,496.5,14.7,2.3,23500,55.82
2005,1861,5,7.4,515.3,14.76,2.08,37320,50.2
2005,1861,5.1,7.43,503.3,16.25,2.3,44000,55.82
2005,1861,6.2,7.63,423.3,7,14.013,43,83.92
2005,1861,4.4,8.23,390,1.39,0.08,150,76.42
2005,1861,4.2,8.52,380,1.26,0.16,1100,67.5
2005,1861,4,7.65,729,36,2.89,2950,55.82
2005,1861,8,8.31,617,4.4,0.655,30,88.6
2005,1861,4.2,8.55,1184.7,341.833,4,468,49.72
2005,1861,5,7.92,160,1.443,0.153,149,76.96
2005,1861,7.5,7.53,87.3,1.407,0.567,133,88.38
2005,1861,6.6,7.27,162.3,3.555,0.292,156,83.52
2005,1861,6.8,7.12,172.3,1.723,0.198,283,88.2
2005,1861,6.7,7.6,277.8,1.229,0.183,33,93.64
2005,1861,7.1,6.94,95.8,0.943,0.151,26,77.5
2005,1861,7.4,7,88.5,0.977,0.186,105,88.38
2005,1861,6.6,7.81,603.2,2.675,0.263,191,87.66
2005,1861,6.6,7.49,571.5,2.091,0.256,273,87.66
2005,1861,5.4,7.16,75.8,2.092,0.516,513,77.14
2005,1861,5.4,7.37,104.8,1.802,0.215,557,77.14
2005,1861,5.3,7.37,102.2,2.552,0.202,583,77.14
2004,1448,7.8,239,6.2,1.7,2.188,10720,55.2
2004,1399,7.5,442,6.7,3.4,0.516,132,67.38
2003,1475,7,430,6.4,2.4,0.516,175,72.06
2003,1476,7.2,216,7.1,1.8,0.516,167,72.06
2003,1400,7.9,352,4.5,4.2,0.516,158,67.38
2003,1543,7,86,7.8,4.7,0.1,145,67.38
2003,1544,6.8,65,7.5,1.8,0.516,171,72.06
2003,1545,7.1,101,7.8,2,0.1,138,72.06
2003,1546,7,78,7.6,1.8,0.516,145,72.06
2003,1547,7.2,60,8,1.9,0.516,151,72.06
2003,1548,6.6,76,7.1,1.9,0.516,169,72.06
2003,1861,6.7,7.3,183,1.8965,0.516,468,88.2
2003,1150,8,368,7.4,1,0.516,554,66.44
2003,1246,7.5,21331,3.6,11.7,0.516,14109,45.84
2003,1860,8.1,540,7.2,2.5,0.516,540,66.44
2003,1861,8.1,443,4,2,0.516,6477,66.44
2003,1862,8.1,467,7.1,3,0.516,107,72.06
2003,1865,7.8,1304,4.6,19.5,0.516,63,62.7
2003,1148,8,1708,7.8,3.5,0.516,2051,61.76
2003,1149,7.5,1175,5.7,4,0.516,3900,61.76
2003,1435,7.5,67115,5,5.5,0.516,3425,61.76
2003,1434,4,9948,0.4,513.5,0.516,35,37.42
2003,1436,7.7,1148,4.8,6.9,2,10050,45.84
2003,1438,8,590,4.8,1.8,0.516,2873,66.44
2003,1444,7.7,440,6.5,2.4,0.9,688,66.44
2003,17,6.4,1579,5.8,1.7,0.513,959,66.44
2003,18,6.8,62,7.5,1.5,0.221,892,66.44
2003,1338,6.9,44,6.8,1,0.151,734,66.44
2003,20,6.9,62,6.8,0.4,0.21,802,66.44
2003,21,7,9416,6.7,0.5,0.241,832,66.44
2003,42,6.9,39,6.9,1.1,0.195,958,66.44
2003,43,7.1,53,6.9,1.4,0.367,632,66.44
2003,1154,6.9,102,6.4,1.2,0.335,608,66.44
2003,1155,6.8,437,5.7,1.1,0.922,2933,66.44
2003,1156,7.3,58,7,0.6,0.367,3025,66.44
2003,1341,6.9,1835,5.9,1.2,0.61,2400,66.44
2003,1565,6.8,60,5,0.9,0.475,3050,66.44
2003,1339,7.2,80,6.8,0.8,0.252,12750,55.2
2003,1340,7,42,7.3,0.4,0.347,3800,66.44
2003,1384,7,51,6.7,0.5,0.3,2900,66.44
2003,1342,7.1,58,6.8,0.5,0.337,3000,66.44
2003,1443,7,63,6.4,0.6,0.278,3550,66.44
2003,1442,6.8,72,6.6,0.6,0.53,1350,66.44
2003,1563,6.8,83,6.5,0.9,0.417,1350,66.44
2003,1564,7,69,6.4,1.2,0.222,1400,66.44
2003,1566,6.8,88,6.9,0.9,0.307,1600,66.44
2003,1567,6.9,31,7,0.5,0.164,158,72.06
2003,1568,6.8,46,6.9,0.5,0.149,905,66.44
2003,1569,7.2,20850,6.5,0.9,0.477,1475,66.44
2003,1570,7,24336,6.7,1.1,0.529,620,66.44
2003,1571,7.1,77,7.2,0.3,0.411,985,66.44
2003,1572,7.1,76,7,0.4,0.167,735,66.44
2003,1573,6.5,3384,3.7,1.9,0.757,643,66.44
2003,1093,7.7,280,6.6,5.7,0.994,223,67.38
2003,1094,7.8,183,6.9,5,0.497,211,67.38
2003,1461,7.7,107,6.8,5.2,0.386,208,67.38
2003,1092,7.5,185,5.6,6.5,0.514,224,62.7
2003,1462,7.3,157,6,5.6,0.603,221,67.38
2003,1151,7.4,150,6.3,6,0.614,269,67.38
2003,1152,7.4,139,5.8,5.9,0.453,213,67.38
2003,1424,7.3,111,7.1,2.4,0.516,80,72.06
2003,1457,7.4,74,7.5,1.2,0.516,64,72.06
2003,1627,7.5,77,7.4,3.2,0.516,65,67.38
2003,1628,7.3,97,7.3,1.9,0.516,78,72.06
2003,1458,7.4,121,7.5,2.7,0.516,69,72.06
2003,1624,7.4,142,6.7,1.3,0.516,73,72.06
2003,1625,7.3,112,8.1,17.2,0.516,225,62.7
2003,1626,7.5,124,3.7,18.5,0.516,247,62.7
2003,1427,6.9,223,6.3,6.8,0.516,295,62.7
2003,1428,3.1,493,5.8,5.9,0.516,33,56.14
2003,1631,6.9,142,7.3,2.2,0.516,1573,66.44
2003,1632,6.9,145,7.8,1.8,0.516,245,72.06
2003,1633,7,145,7.3,2.3,0.516,363,72.06
2003,1455,8.1,569,8.2,1.6,1.028,6050,66.44
2003,1456,7.7,28598,7.7,1.7,0.962,3200,66.44
2003,1642,7.4,219,6.8,3,0.964,11300,55.2
2003,1643,7.2,198,7.2,2.1,1.03,4950,66.44
2003,1685,8,978,5.4,9,1.24,468,62.7
2003,1717,7.6,203,6.3,1.9,0.107,109,72.06
2003,1159,7.2,150,7.5,1.3,0.142,327,72.06
2003,1160,7.3,178,6.7,1.5,0.138,190,72.06
2003,1161,7.1,214,6.8,2.3,0.585,350,72.06
2003,1162,7.5,293,7.2,1.2,0.568,35,77.68
2003,1328,6.9,146,7.1,2,0.506,38,77.68
2003,1329,7,136,7.5,1.4,0.609,205,72.06
2003,1330,7.9,738,7.2,2.7,0.518,202,72.06
2003,1450,7.5,585,6.3,2.6,0.155,315,72.06
2003,1403,7.6,98,6.2,1.2,0.516,570,66.44
2003,1404,7.7,91,6.5,1.3,0.516,562,66.44
2003,1726,7.6,110,5.7,1.1,0.516,546,66.44
